10024|2833
14221|25864
10004|10418
11901|1741
10469|3458
11722|1885
11436|1221
10038|4049
11419|3598
10522|653
10304|2525
11715|230
14618|1216
10029|2864
11369|1914
10036|6485
10973|93
11501|2332
10040|1493
10705|1855
10310|1240
12859|47
07083|94
11226|5507
11713|617
11789|284
11363|424
10301|2057
10002|4514
11207|4919
11236|5520
12943|23
11233|4168
10306|3060
10005|18308
12204|4453
12207|89135
11203|4583
11235|11540
11423|2224
12780|76
11215|4261
11959|167
14437|177
14604|1081
12520|135
14611|554
14624|1378
95833|1790
11741|1355
10028|2367
10314|4645
10462|3860
11230|9981
11570|2601
11373|4322
12306|812
12308|522
11779|2439
11412|2509
11418|2628
11704|2231
10468|2496
11520|3697
10022|7199
11552|1906
14120|1102
13492|242
12534|1053
11703|1083
12538|437
10927|450
11229|8672
12210|4725
11576|1792
11746|4831
11445|1
10583|2833
14217|733
14208|488
11358|3033
10541|1382
10550|3111
10463|2830
11710|2491
11411|1324
10009|2474
11803|2279
11217|2909
10804|978
11209|4888
10598|1328
11709|365
11967|1306
10303|1417
10032|2079
10467|3940
13021|866
11212|3647
12779|127
10017|5883
10701|3624
13029|243
34984|2
12866|2516
11801|4382
10805|769
12041|14
11221|4891
10473|2119
11239|616
11542|2102
13069|371
14228|851
14227|472
11219|10951
11225|3885
10027|2970
11797|1966
13202|918
11228|7031
12065|1826
11238|4128
14586|384
11530|4038
11211|9624
11042|1364
11575|1172
10011|4749
10031|2340
10982|162
11213|4435
10023|3617
14204|432
11434|4144
14613|413
10018|6587
14215|1983
11772|2394
11766|727
14617|685
10452|2529
14620|715
14220|498
14207|812
14450|1284
11572|1787
10035|1699
11374|3651
12550|2978
11232|2149
14830|482
11237|2911
11210|5333
13778|115
13501|951
11787|2205
10012|2509
10457|2778
11368|4491
14301|434
11727|1243
10302|1204
14213|851
10552|1273
11433|1952
10003|9500
10001|8520
13204|667
10466|3295
11413|3007
12206|1918
11208|4569
12203|2213
12260|4241
10455|1569
11206|5465
10025|3343
14423|88
10901|2526
10312|2766
12508|1039
12601|2121
12010|787
10801|2944
10538|1349
10528|2892
11218|6447
11558|512
11949|631
10710|1948
11385|5139
10707|567
11791|3009
11780|996
11937|1994
11432|4569
10472|2224
14456|499
14222|676
14607|1224
11372|4047
11691|2399
10965|944
10039|1263
32304|1
12771|485
12205|5884
12303|911
10013|5648
11101|5333
10471|963
11550|3626
10305|2393
10952|8933
10021|2398
11706|3485
11001|2240
10560|290
10706|431
10580|1154
10174|155
10171|138
14214|715
15101|4
11730|1362
11590|3667
14625|568
10579|425
12524|715
10033|2071
12047|783
10977|6800
11222|3878
11716|1110
12309|1082
11249|4024
11234|7104
95008|8
11932|400
12209|397
14883|91
12180|1951
11971|376
10454|1404
12814|97
14612|940
11708|3
10309|2153
11777|655
10520|732
12561|742
12159|359
10601|1712
11769|443
14471|61
11717|2536
14580|1907
14502|255
12110|1433
10019|6482
11565|430
11204|8580
14075|1161
11416|1558
12733|73
12553|1326
14094|1200
94111|41
11103|3134
11355|8048
10567|868
11220|6177
11105|2801
10458|2845
11231|2737
12077|212
11104|1461
11214|7335
10475|1405
10465|1912
10510|666
11109|401
60606|54
10960|1122
10562|1496
14850|1918
10170|355
10956|2514
11559|1730
10453|2675
11415|1308
12850|96
14615|567
06450|11
11224|2960
10512|1038
11790|653
13078|345
11422|2271
11577|1617
10970|1087
10456|2836
11377|4604
11417|1608
10950|5713
14534|1876
11729|2196
10014|2795
11216|4410
14305|403
11201|6344
11439|6
11004|893
14201|510
14218|579
11556|471
14086|907
11379|1708
10451|2236
10459|1737
12701|757
14068|298
13203|515
12526|202
10606|1605
10553|818
11050|2339
10940|2925
11557|1404
13850|651
11435|3417
10470|858
11021|5706
10065|2021
11968|1485
10169|257
11354|9353
08759|6
10168|3307
11510|2847
10954|1741
11782|782
10460|2220
11366|1602
12590|1518
10010|3308
11778|596
13417|73
10573|2033
12201|854
11024|1172
11581|2473
11771|874
11743|3722
11553|1796
14420|461
11934|545
14467|254
11788|1937
11726|1262
11735|2810
10918|854
10006|1280
13159|148
11965|137
10128|2811
18411|8
11747|4101
12549|527
11106|2603
07652|99
12054|570
11362|1190
10075|1211
11720|1311
11753|2754
08850|9
12603|1780
10990|1114
11223|8352
11946|1427
11003|3342
12602|74
11420|2965
13112|38
12747|89
11757|2475
33913|6
11566|2212
11758|2920
12144|723
10461|2936
10803|938
12754|352
11692|899
11364|1830
10111|211
11725|1821
11102|2542
11798|1040
12721|389
11768|1309
11020|648
11598|1845
10504|747
11941|144
11243|27
11030|2046
11580|4419
12428|286
11545|1241
23061|1
11978|467
14150|1084
11375|5369
10518|79
11205|5319
11367|2893
10007|2384
10926|291
14544|41
01843|2
11040|3559
10507|341
12845|316
12211|758
14203|670
10570|758
08852|97
12571|422
10591|1286
11972|94
33037|5
11756|1986
10566|1224
07746|53
11977|207
12305|710
12020|1214
11370|1524
11792|435
10916|265
11560|569
11518|623
12831|497
11976|462
11554|2368
12078|485
14626|1046
11701|1909
10037|1131
10509|1052
10176|147
10280|479
11694|798
11426|1347
10704|2365
11579|349
11702|1022
18853|2
10523|854
11421|1690
12208|725
14621|828
12202|497
11954|472
11942|423
12545|262
11514|719
14564|748
11738|846
11365|3267
07724|48
12567|124
10604|966
10980|720
11718|191
14616|626
13104|662
14623|1230
13207|332
13039|484
13031|419
11969|224
11378|2413
11516|2180
07040|54
13208|594
10549|1067
13088|668
13212|495
10605|1081
33019|18
11241|137
11561|2168
13476|92
10016|7813
11721|335
91316|9
11357|2627
07645|119
10104|20
07036|51
13218|28
11596|735
12246|3
77046|6
10703|1033
14428|199
12589|565
10603|1056
12542|285
07871|27
06830|248
13092|37
12411|22
12833|168
21703|3
13036|203
11414|1357
11764|597
10924|789
11739|97
10543|1336
10930|685
11751|728
11023|1610
12740|64
12459|12
12804|816
11714|1434
12061|599
14526|616
45244|2
10949|267
08401|8
12528|563
11784|1164
12443|134
12578|120
11754|790
10516|368
08724|16
12993|59
10595|345
10158|172
13334|29
14127|1145
14610|705
08817|70
90272|14
14559|595
10928|163
10962|355
11795|1146
12572|657
06751|4
10020|674
10923|368
11563|1517
11732|238
12168|45
11962|111
12118|425
08701|578
07601|214
14224|1081
12746|54
13090|692
13339|135
14216|913
10119|267
10524|246
13797|27
11096|721
12186|209
11731|1439
10607|729
11952|387
11963|904
10106|209
14416|102
13856|134
13027|758
10546|115
11776|1170
10163|145
13827|265
19904|58
13037|226
12785|33
14454|165
13815|218
07442|9
08872|26
13206|745
13403|129
10530|729
07302|172
14692|93
11361|2374
14787|119
95661|10
07009|21
07024|209
12566|467
10917|268
12414|461
14062|65
92037|25
13073|102
10536|751
07631|134
10175|87
10708|1198
12953|200
11360|1057
11763|1525
14059|342
11356|2100
14468|495
12053|115
14102|30
14489|132
14867|117
07430|111
07423|10
11010|1621
14092|325
07644|27
14211|1119
10588|144
10053|2
07058|41
08527|153
14608|505
14614|509
10576|345
14219|264
98008|6
08048|6
13057|632
14845|638
13601|947
14814|50
14903|185
07632|226
12477|818
30288|1
13214|443
12810|16
07112|13
12783|93
13357|131
13205|436
14514|162
11762|900
11783|1013
10150|128
12569|399
11786|283
13820|435
11930|313
11724|303
80303|10
14020|448
14609|1309
14750|141
07446|82
10110|166
14223|611
13685|78
13624|170
12946|358
10511|185
11933|341
12442|103
14547|3
11960|186
14519|355
12057|60
13760|847
12586|541
14004|239
10992|374
10474|784
11804|268
07751|68
11507|720
12844|18
28205|7
14033|96
10594|421
07661|22
10958|193
14132|134
12944|86
95811|6
90024|48
12834|214
10030|1483
08543|9
11569|102
12401|1749
29466|4
02831|2
12789|135
13901|793
12138|81
11793|1599
02129|11
12090|138
19963|5
33322|15
10987|214
13902|146
43311|2
10976|60
11970|14
13209|321
46241|1
76034|5
19901|492
07660|49
10577|499
94010|24
10008|85
11429|1660
34228|3
